English,Amharic
"16  Then they pulled away from Bethʹel. And while they were still some distance from Ephʹrath, Rachel began to give birth, and her labor was very difficult.",16  ከዚያም ከቤቴል ተነስተው ሄዱ። ኤፍራታ ለመድረስ የተወሰነ ርቀት ሲቀራቸው ራሔል ምጥ ያዛት፤ ምጡም እጅግ ጠናባት።
"17  But while she was struggling to deliver the child, the midwife said to her: “Do not be afraid, for you will have this son also.”+",17  ምጡ እጅግ አስጨንቋት ሳለም አዋላጇ “አይዞሽ አትፍሪ፤ ሌላ ወንድ ልጅ ልትገላገዪ ነው” አለቻት።+
"18  Just as her life was slipping away* (for she was dying), she named him Ben-oʹni,* but his father called him Benjamin.*+",18  እሷ ግን ሕይወቷ ሊያልፍ በማጣጣር ላይ ሳለች* (ሞት አፋፍ ላይ ስለነበረች) የልጁን ስም ቤንኦኒ* አለችው፤ አባቱ ግን ስሙን ቢንያም*+ አለው።
"19  So Rachel died and was buried on the way to Ephʹrath, that is, Bethʹle·hem.+",19  ራሔልም ሞተች፤ ወደ ኤፍራታ ይኸውም ወደ ቤተልሔም+ በሚወስደው መንገድ ላይ ተቀበረች።
20  Jacob set up a pillar over her grave; it is the pillar of Rachel’s grave to this day.,20  ያዕቆብም በመቃብሯ ላይ ዓምድ አቆመ፤ ይህ የራሔል መቃብር ዓምድ እስከ ዛሬ ድረስ አለ።
21  After that Israel pulled away and pitched his tent a distance beyond the tower of Eʹder.,21  ከዚያ በኋላ እስራኤል ከዚያ ተነስቶ በመሄድ ከኤዴር ማማ አለፍ ብሎ ድንኳኑን ተከለ።
"22  Once while Israel was dwelling in that land, Reuʹben went and lay down with Bilʹhah his father’s concubine, and Israel heard about it.+ So there were 12 sons of Jacob.",22  አንድ ቀን፣ እስራኤል በዚያ ምድር ሰፍሮ ሳለ ሮቤል ከአባቱ ቁባት ከባላ ጋር ተኛ፤ እስራኤልም ይህን ሰማ።+ ያዕቆብ 12 ወንዶች ልጆች ነበሩት።
"23  The sons by Leʹah were Jacob’s firstborn Reuʹben,+ then Simʹe·on, Leʹvi, Judah, Isʹsa·char, and Zebʹu·lun.",23  ከሊያ የወለዳቸው ወንዶች ልጆቹ የበኩር ልጁ ሮቤል+ ከዚያም ስምዖን፣ ሌዊ፣ ይሁዳ፣ ይሳኮር እና ዛብሎን ነበሩ።
24  The sons by Rachel were Joseph and Benjamin.,24  ከራሔል የወለዳቸው ወንዶች ልጆቹ ዮሴፍና ቢንያም ነበሩ።
"25  And the sons by Bilʹhah, Rachel’s servant, were Dan and Naphʹta·li.",25  ከራሔል አገልጋይ ከባላ የወለዳቸው ወንዶች ልጆቹ ዳንና ንፍታሌም ነበሩ።
"26  And the sons by Zilʹpah, Leʹah’s servant, were Gad and Ashʹer. These are Jacob’s sons, who were born to him in Padʹdan-aʹram. ",26  ከሊያ አገልጋይ ከዚልጳ የወለዳቸው ወንዶች ልጆቹ ደግሞ ጋድና አሴር ነበሩ። እነዚህ ያዕቆብ በጳዳንአራም ሳለ የወለዳቸው ወንዶች ልጆቹ ናቸው።
"27  Jacob eventually came to where his father Isaac was at Mamʹre,+ to Kirʹi·ath-arʹba, that is, Hebʹron, where Abraham and also Isaac had resided as foreigners.+",27  ከጊዜ በኋላ ያዕቆብ አባቱ ይስሐቅ ወደነበረበት፣ አብርሃምና ይስሐቅ የባዕድ አገር ሰው ሆነው ወደኖሩበት+ በቂርያትአርባ ይኸውም በኬብሮን አካባቢ ወደሚገኘው ወደ ማምሬ መጣ።+
28  Isaac lived to be 180 years old.+,28  ይስሐቅ 180 ዓመት ኖረ።+
"29  Then Isaac breathed his last and died and was gathered to his people,* after a long and satisfying life;* and his sons Eʹsau and Jacob buried him.+",29  ከዚያም ይስሐቅ የመጨረሻ እስትንፋሱን ተነፈሰ፤ ዕድሜ ጠግቦና በሕይወቱ ረክቶ ሞተ፤ ወደ ወገኖቹም ተሰበሰበ፤* ልጆቹ ኤሳውና ያዕቆብም ቀበሩት።+
"31  In time he heard what the sons of Laʹban were saying: “Jacob has taken everything that belonged to our father, and from what belonged to our father, he has amassed all this wealth.”+",31  ከጊዜ በኋላ ያዕቆብ፣ የላባ ልጆች “ያዕቆብ የአባታችንን ንብረት እንዳለ ወስዷል፤ ይህን ሁሉ ሀብት ያካበተው እኮ ከአባታችን ንብረት ነው”+ ሲሉ ሰማ።
"2  When Jacob would look at the face of Laʹban, he saw that his attitude toward him was not what it used to be.+",2  ያዕቆብ የላባን ፊት ሲመለከት ፊቱ እንደተለወጠበት አስተዋለ።+
"3  Finally Jehovah said to Jacob: “Return to the land of your fathers and to your relatives,+ and I will continue with you.”",3  በመጨረሻም ይሖዋ ያዕቆብን “ወደ አባቶችህና ወደ ዘመዶችህ አገር ተመለስ፤+ እኔም ከአንተ ጋር እሆናለሁ” አለው።
"4  Then Jacob sent a message to Rachel and Leʹah to come out to the field to his flock,",4  ከዚያም ያዕቆብ ራሔልና ሊያ መንጎቹን ወዳሰማራበት መስክ እንዲመጡ መልእክት ላከባቸው፤
"5  and he said to them: “I have seen that your father’s attitude toward me has changed,+ but the God of my father has been with me.+",5  እንዲህም አላቸው፦ “አባታችሁን ሳየው ፊቱ ተለውጦብኛል፤+ የአባቴ አምላክ ግን ከእኔ አልተለየም።+
6  You yourselves certainly know that I have served your father with all my power.+,6  መቼም አባታችሁን ባለኝ አቅም ሁሉ እንዳገለገልኩት እናንተ ራሳችሁ በሚገባ ታውቃላችሁ።+
7  And your father has tried to cheat me and has changed my wages ten times; but God has not allowed him to do me harm.,7  አባታችሁ ሊያጭበረብረኝ ሞክሯል፤ ደሞዜንም አሥር ጊዜ ቀያይሮብኛል፤ አምላክ ግን ጉዳት እንዲያደርስብኝ አልፈቀደለትም።
"8  If on the one hand he would say, ‘The speckled ones will be your wages,’ then the whole flock produced speckled ones; but if on the other hand he would say, ‘The striped ones will be your wages,’ then the whole flock produced striped ones.+",8  ‘ደሞዝህ ዥጉርጉር የሆኑት ይሆናሉ’ ሲለኝ መንጎቹ ሁሉ ዥጉርጉር ወለዱ፤ ‘ደሞዝህ ሽንትር ያለባቸው ይሆናሉ’ ሲለኝ ደግሞ መንጎቹ ሁሉ ሽንትር ያለባቸው ወለዱ።+
9  So God kept taking your father’s livestock away from him and giving it to me.,9  ስለዚህ አምላክ የአባታችሁን ከብቶች ከእሱ እየወሰደ ለእኔ ይሰጠኝ ነበር።
"10  Once when the flock got into heat, I raised my eyes and saw in a dream that the he-goats mating with the flock were striped, speckled, and spotty.+",10  በአንድ ወቅት፣ መንጎቹ ለስሪያ በሚነሳሱበት ጊዜ እንስቶቹን የሚያጠቁት አውራ ፍየሎች ሽንትር ያለባቸው፣ ዥጉርጉር የሆኑና ጠቃጠቆ ያለባቸው መሆናቸውን በሕልሜ አየሁ።+
"11  Then the angel of the true God said to me in the dream, ‘Jacob!’ to which I said, ‘Here I am.’",11  ከዚያም የእውነተኛው አምላክ መልአክ በሕልሜ ‘ያዕቆብ!’ ሲል ጠራኝ፤ እኔም ‘አቤት’ አልኩት።
"12  And he continued, ‘Raise your eyes, please, and see that all the he-goats mating with the flock are striped, speckled, and spotty, for I have seen all that Laʹban is doing to you.+",12  እሱም እንዲህ አለኝ፦ ‘እንስቶቹን የሚያጠቁት አውራ ፍየሎች ሁሉ ሽንትር ያለባቸው፣ ዥጉርጉር የሆኑና ጠቃጠቆ ያለባቸው መሆናቸውን እባክህ ቀና ብለህ ተመልከት፤ ምክንያቱም ላባ እየፈጸመብህ ያለውን ነገር ሁሉ ተመልክቻለሁ።+
"13  I am the true God of Bethʹel,+ where you anointed a pillar and where you made a vow to me.+ Now get up, go out of this land, and return to the land of your birth.’”+ ",13  ዓምድ አቁመህ የቀባህበትና በዚያም ለእኔ ስእለት የተሳልክበት የቤቴል+ እውነተኛው አምላክ እኔ ነኝ።+ በል አሁን ተነስተህ ከዚህ ምድር ውጣ፤ ወደተወለድክበትም ምድር ተመለስ።’”+
14  At this Rachel and Leʹah answered him: “Is there any share left for us to inherit in our father’s house?,14  በዚህ ጊዜ ራሔልና ሊያ እንዲህ ሲሉ መለሱለት፦ “እንደው ለመሆኑ በአባታችን ቤት ልንወርሰው የምንችለው የቀረ ነገር ይኖራል?
"15  Does he not consider us as foreigners, since he has sold us and has been using up the money given for us?+",15  እሱ እኛን የሸጠንና ለእኛ የተሰጠውን ገንዘብ የበላው እንደ ባዕድ ስለሚያየን አይደለም?+
"16  All the riches that God has taken away from our father are ours and our children’s.+ So, then, do everything that God has told you to do.”+ ",16  አምላክ ከአባታችን ላይ የወሰደበት ሀብት ሁሉ የእኛና የልጆቻችን ነው።+ ስለሆነም አምላክ አድርግ ያለህን ነገር ሁሉ አድርግ።”+
"17  Then Jacob got up and lifted his children and his wives on the camels,+",17  ከዚያም ያዕቆብ ተነሳ፤ ልጆቹንና ሚስቶቹን ግመል ላይ አስቀመጣቸው፤+
"18  and he began driving all his herd and all the goods that he had accumulated,+ the livestock in his possession that he had accumulated in Padʹdan-aʹram, to go to Isaac his father in the land of Caʹnaan.+ ",18  እንዲሁም መንጎቹን ሁሉና ያከማቸውን ንብረት ሁሉ፣+ በጳዳንአራም ሳለ ያገኛቸውንም ከብቶች ሁሉ እየነዳ በከነአን ምድር ወደሚገኘው ወደ አባቱ ወደ ይስሐቅ ለመሄድ ጉዞ ጀመረ።+
"19  Now Laʹban had gone to shear his sheep, and Rachel stole the teraphim statues*+ that belonged to her father.+",19  በዚህ ጊዜ ላባ በጎቹን ለመሸለት ሄዶ ነበር፤ ራሔልም የአባቷን+ የተራፊም ቅርጻ ቅርጾች*+ ሰረቀች።
"20  Moreover, Jacob outwitted Laʹban the A·ra·maeʹan, for he had not told him that he was running away.",20  ያዕቆብም ቢሆን ለአራማዊው ለላባ ሳይነግረው ሊኮበልል በመነሳቱ አታሎታል።
"21  And he ran away and crossed the River,*+ he and all he had. Then he headed toward the mountainous region of Gilʹe·ad.+",21  ያዕቆብም ያለውን ሁሉ ይዞ ኮበለለ፤ ወንዙንም*+ ተሻግሮ ሄደ። ከዚያም ጊልያድ+ ወደተባለው ተራራማ አካባቢ አቀና።
"22  On the third day, Laʹban was told that Jacob had run away.",22  በሦስተኛውም ቀን የያዕቆብ መኮብለል ለላባ ተነገረው።
23  So he took his brothers* with him and pursued him for a journey of seven days and caught up with him in the mountainous region of Gilʹe·ad.,23  በመሆኑም ላባ ያዕቆብ ላይ ለመድረስ ወንድሞቹን* አስከትሎ የሰባት ቀን መንገድ ተጓዘ፤ ከዚያም ጊልያድ በተባለው ተራራማ አካባቢ ደረሰበት።
"24  Then God came to Laʹban the A·ra·maeʹan+ in a dream by night+ and said to him: “Be careful about what you say to Jacob, either good or bad.”*+ ",24  ከዚያም አምላክ ለአራማዊው+ ለላባ ሌሊት በሕልም ተገልጦለት+ “ክፉም ሆነ ደግ ያዕቆብን ስለምትናገረው ነገር ተጠንቀቅ”* አለው።+
"25  So Laʹban approached Jacob, as Jacob had pitched his tent in the mountain and Laʹban had encamped with his brothers in the mountainous region of Gilʹe·ad.",25  ያዕቆብ በተራራው ላይ ድንኳኑን ተክሎ ሳለ ላባ ወደ ያዕቆብ ቀረበ፤ ላባም ከወንድሞቹ ጋር ጊልያድ በተባለው ተራራማ አካባቢ ሰፈረ።
26  Then Laʹban said to Jacob: “What have you done? Why have you resorted to outwitting me and carrying my daughters off like captives taken by the sword?,26  ከዚያም ላባ ያዕቆብን እንዲህ አለው፦ “ይህ ያደረግከው ነገር ምንድን ነው? እኔን ለማታለል የተነሳሳኸውና ሴት ልጆቼን በሰይፍ እንደተማረከ ምርኮኛ አስገድደህ የወሰድካቸው ለምንድን ነው?
"27  Why did you run away secretly and outwit me and not tell me? If you had told me, I could have sent you away with rejoicing and with songs, with tambourine and with harp.",27  ምንም ሳትነግረኝ ተደብቀህ የሸሸኸውና ያታለልከኝስ ለምንድን ነው? ነግረኸኝ ቢሆን ኖሮ በደስታና በዘፈን፣ በአታሞና በበገና እሸኝህ ነበር።
28  But you did not give me a chance to kiss my grandchildren* and my daughters. You have acted foolishly.,28  አንተ ግን የልጅ ልጆቼንና* ሴቶች ልጆቼን ስሜ እንድሰናበት እንኳ ዕድል አልሰጠኸኝም። የሠራኸው የሞኝነት ሥራ ነው።
